city,latitude,longitude,country,citycode,density,timezone
Saint-André,43.727,0.2765,France,FR-OCC,17.3,Europe/Paris
Saint-André,43.9333,2.46,France,FR-OCC,13,Europe/Paris
Saint-André,43.2733,0.8516,France,FR-OCC,12.2,Europe/Paris
Saint-André,42.9636,2.1261,France,FR-OCC,11.2,Europe/Paris
Malons-et-Elze,44.4167,4.0229,France,FR-OCC,3.5,Europe/Paris
Gélacourt,48.4814,6.7338,France,FR-GES,32.8,Europe/Paris
Doulan,44.6571,2.0105,France,FR-OCC,85.7,Europe/Paris
Malvalette,45.3549,4.1586,France,FR-ARA,45.1,Europe/Paris
Vauzelle,48.0255,-1.2853,France,FR-E,61.7,Europe/Paris
Gez-ez-Angles,43.0904,0.0233,France,FR-OCC,12.4,Europe/Paris
La Chevade,45.1303,2.8414,France,FR-ARA,12.7,Europe/Paris
Tarazone,42.5,8.8088,France,FR-H,39.7,Europe/Paris
Bergonne,45.5057,3.2204,France,FR-ARA,62.3,Europe/Paris
Ortholès,44.3872,2.6323,France,FR-OCC,53.1,Europe/Paris
Pourly,47.6244,3.8177,France,FR-BFC,29.8,Europe/Paris
Le Pont-de-Beauvoisin,45.5341,5.6666,France,FR-ARA,567.6,Europe/Paris
Saint-Baussant,48.8934,5.7928,France,FR-GES,8.2,Europe/Paris
Cuttura,46.4124,5.812,France,FR-BFC,57.5,Europe/Paris
Aubercy,48.9933,5.045,France,FR-GES,16.4,Europe/Paris
Coubjours,45.2471,1.2571,France,FR-NAQ,16,Europe/Paris
Rouilly-Saint-Loup,48.2638,4.1492,France,FR-GES,52,Europe/Paris
Paissy,49.4254,3.6973,France,FR-HDF,9.8,Europe/Paris
Saint-Hilaire-le-Grand,49.1715,4.4646,France,FR-GES,8.5,Europe/Paris
Les Coupes-de-Pouligny,46.9627,3.6825,France,FR-BFC,5.1,Europe/Paris
Pecorile,42.9454,9.3657,France,FR-H,12.1,Europe/Paris
Chardenoux,44.7659,3.4511,France,FR-OCC,4.2,Europe/Paris
Rochepleiou,48.0167,-3.4667,France,FR-E,66.6,Europe/Paris
Suzoy,49.5822,2.9461,France,FR-HDF,110.5,Europe/Paris
Tully,50.0859,1.5175,France,FR-HDF,386.7,Europe/Paris
Perdreauville,48.7966,1.6815,France,FR-J,122.6,Europe/Paris
Perdreauville,48.9646,1.6293,France,FR-J,55.6,Europe/Paris
Mittelhausbergen,48.6138,7.6919,France,FR-GES,1211.1,Europe/Paris
Lengronne,48.9338,-1.3821,France,FR-NOR,37.3,Europe/Paris
Valderoure,43.797,6.7097,France,FR-U,17.5,Europe/Paris
Pierrecourt,49.8977,1.6608,France,FR-NOR,51.3,Europe/Paris
Luscan,43.0119,0.6226,France,FR-OCC,22.3,Europe/Paris
Troisfontaines,48.6738,7.1197,France,FR-GES,102,Europe/Paris
Troisfontaines,48.5418,5.0214,France,FR-GES,10.6,Europe/Paris
Envaud,45.75,1.2167,France,FR-NAQ,81.7,Europe/Paris
Lestomble,45.628,2.7319,France,FR-ARA,24.3,Europe/Paris
Saffré,47.5014,-1.5788,France,FR-R,68.8,Europe/Paris
Pescadoires,44.5047,1.1571,France,FR-OCC,59.5,Europe/Paris
Argens,44.0445,6.5241,France,FR-U,10.4,Europe/Paris
Bacourt,48.9269,6.4071,France,FR-GES,32,Europe/Paris
Ventuile,46.2833,2.929,France,FR-ARA,9.1,Europe/Paris
Lavallot,48.421,-4.4241,France,FR-E,317.8,Europe/Paris
Ségalas,44.5873,0.5309,France,FR-NAQ,13.1,Europe/Paris
La Tuilerie,47.9017,3.7188,France,FR-BFC,60.5,Europe/Paris
La Tuilerie,48.0115,3.3673,France,FR-BFC,58.7,Europe/Paris
La Tuilerie,47.9538,3.788,France,FR-BFC,39.1,Europe/Paris
La Tuilerie,47.4996,3.9789,France,FR-BFC,27.5,Europe/Paris
La Tuilerie,48.0619,3.4367,France,FR-BFC,22.5,Europe/Paris
La Tuilerie,47.2327,3.1321,France,FR-BFC,19.6,Europe/Paris
La Tuilerie,47.4473,6.4567,France,FR-BFC,13.7,Europe/Paris
La Tuilerie,48.1051,3.761,France,FR-BFC,12.7,Europe/Paris
La Tuilerie,46.9425,3.4743,France,FR-BFC,10.3,Europe/Paris
Kervaugam,47.7192,-3.3849,France,FR-E,1080.5,Europe/Paris
Chez Maroc,45.6208,0.5269,France,FR-NAQ,24.7,Europe/Paris
Wannehain,50.5685,3.2679,France,FR-HDF,290.2,Europe/Brussels
Bonnevaux-le-Prieuré,47.1328,6.1683,France,FR-BFC,85.1,Europe/Paris
Neuflieux,49.6194,3.1603,France,FR-HDF,61.8,Europe/Paris
Rosenwiller,48.7685,7.4516,France,FR-GES,255.5,Europe/Paris
Rosenwiller,48.5048,7.439,France,FR-GES,143.9,Europe/Paris
Wattebléry,49.9489,1.6577,France,FR-HDF,36.8,Europe/Paris
Foussemagne,47.6359,7.005,France,FR-BFC,260.8,Europe/Paris
Oeyregave,43.5336,-1.0981,France,FR-NAQ,57.2,Europe/Paris
Fonville,48.6671,1.4165,France,FR-F,45.8,Europe/Paris
Kernevez Saint-Christophe,48.3488,-4.2183,France,FR-E,61.3,Europe/Paris
Chamberet,45.5835,1.7198,France,FR-NAQ,18.9,Europe/Paris
Grand Guichy,47.2599,3.156,France,FR-BFC,10.2,Europe/Paris
Gontaud-de-Nogaret,44.4564,0.2948,France,FR-NAQ,56.1,Europe/Paris
Doubs,46.9277,6.3522,France,FR-BFC,314.2,Europe/Paris
Bichancourt,49.5795,3.2178,France,FR-HDF,139.7,Europe/Paris
Saint-Ouen,49.7394,0.5298,France,FR-NOR,156.8,Europe/Paris
Saint-Ouen,49.7278,1.7096,France,FR-NOR,16,Europe/Paris
Cernay,47.8063,7.1754,France,FR-GES,655.6,Europe/Paris
Tremblay-lès-Gonesse,48.9811,2.556,France,FR-J,1594.8,Europe/Paris
Rimplas,44.064,7.1311,France,FR-U,5.2,Europe/Paris
L’Hôtellerie,48.1784,-0.9947,France,FR-R,66.6,Europe/Paris
Gunsbach,48.0478,7.176,France,FR-GES,166.8,Europe/Paris
Saint-Bénigne,46.4391,4.9717,France,FR-ARA,82.5,Europe/Paris
Doumis,45.2333,2.25,France,FR-ARA,10.9,Europe/Paris
Saint-Gondon,47.6979,2.5422,France,FR-F,52.7,Europe/Paris
Molles,46.1115,3.5584,France,FR-ARA,33.7,Europe/Paris
L’Hôtellerie,48.2285,-1.1186,France,FR-E,40.1,Europe/Paris
Brault,46.6833,2.6167,France,FR-F,18.9,Europe/Paris
Argentières,48.6534,2.8676,France,FR-J,161.7,Europe/Paris
Marvejols,44.5544,3.2904,France,FR-OCC,385.5,Europe/Paris
Louzy,47.0118,-0.1869,France,FR-NAQ,71.6,Europe/Paris
Hiesse,46.0557,0.5912,France,FR-NAQ,9.6,Europe/Paris
Bruguières,43.7249,1.4107,France,FR-OCC,621.7,Europe/Paris
Les Charteries,47.2169,1.815,France,FR-F,11.9,Europe/Paris
Spincourt,49.3306,5.6668,France,FR-GES,33.7,Europe/Paris
Trelagot,47.3287,-2.0801,France,FR-R,141.5,Europe/Paris
Tanus,44.1014,2.3161,France,FR-OCC,30.6,Europe/Paris
Les Essarts,47.7333,0.72,France,FR-F,25.1,Europe/Paris
Ville-sur-Saulx,48.7144,5.0615,France,FR-GES,66.2,Europe/Paris
Bercloux,45.8354,-0.4711,France,FR-NAQ,49.6,Europe/Paris
Épluques,49.6284,0.9399,France,FR-NOR,74.7,Europe/Paris
Laparrinié,43.6776,2.2024,France,FR-OCC,23.2,Europe/Paris
Gâvres,47.6945,-3.3536,France,FR-E,346.7,Europe/Paris
Le Fougneron,47.3879,2.0855,France,FR-F,51.5,Europe/Paris
Les Cités,49.4446,5.8336,France,FR-GES,114,Europe/Paris
Lougé-sur-Maire,48.6933,-0.2246,France,FR-NOR,29.2,Europe/Paris
Sainte-Mondane,44.8451,1.3365,France,FR-NAQ,29.2,Europe/Paris
Radon,48.5025,0.1028,France,FR-NOR,53.7,Europe/Paris
Saint-Saëns,49.673,1.2853,France,FR-NOR,92.9,Europe/Paris
Saint-Georges-sur-Fontaine,49.5439,1.1801,France,FR-NOR,103.2,Europe/Paris
Coise,45.5282,6.1439,France,FR-ARA,123.7,Europe/Paris
Coise,45.6137,4.4734,France,FR-ARA,87.6,Europe/Paris
Les Aulneaux,48.4364,0.3319,France,FR-R,17.1,Europe/Paris
Saint-Eugienne,48.7361,-1.278,France,FR-NOR,42.9,Europe/Paris
Couffé,47.3919,-1.2915,France,FR-R,64.1,Europe/Paris
Amfreville-sous-les-Monts,49.305,1.2602,France,FR-NOR,90,Europe/Paris
Ty-Aryun,48.3667,-3.9167,France,FR-E,17.1,Europe/Paris
Vintilhac,44.0759,1.2451,France,FR-OCC,89.6,Europe/Paris
Ognes,48.6994,3.9057,France,FR-GES,9.2,Europe/Paris
Le Vert,46.0929,-0.3955,France,FR-NAQ,10.7,Europe/Paris
Le Vert,45.0908,2.042,France,FR-NAQ,6.6,Europe/Paris
La Bertomarie,45.0998,0.7473,France,FR-NAQ,56.4,Europe/Paris
Labeaume,44.4488,4.3071,France,FR-ARA,63.3,Europe/Paris
Pugnier,45.2084,3.8152,France,FR-ARA,13.9,Europe/Paris
Saint-Malô-du-Bois,46.9289,-0.9,France,FR-R,119.7,Europe/Paris
Micoulaud,45.0167,4.3333,France,FR-ARA,17,Europe/Paris
Rethel,49.5098,4.3674,France,FR-GES,397.6,Europe/Paris
Vardiola,41.6937,9.3861,France,FR-H,20,Europe/Paris
Les Vivons,46.738,2.5928,France,FR-F,25.6,Europe/Paris
Putanges,48.7655,-0.2438,France,FR-NOR,107.7,Europe/Paris
Belvédère,44.015,7.3208,France,FR-U,10.5,Europe/Paris
Piré-sur-Seiche,48.01,-1.4309,France,FR-E,68.3,Europe/Paris
Manneville-la-Raoult,49.3755,0.3161,France,FR-NOR,77.3,Europe/Paris
Gavrelle,50.3296,2.8874,France,FR-HDF,68.1,Europe/Paris
Pinay,47.1027,3.1353,France,FR-BFC,32.3,Europe/Paris
Le Plessis-Léger,47.8988,-1.6331,France,FR-E,65.4,Europe/Paris
Larnaud,46.7111,5.4546,France,FR-BFC,52.8,Europe/Paris
Francheville,45.7364,4.7636,France,FR-ARA,1596.3,Europe/Paris
Les Caris,44.4826,1.1867,France,FR-OCC,103.9,Europe/Paris
Les Friches,47.4896,-1.4819,France,FR-R,126.5,Europe/Paris
Froyelles,50.2285,1.9278,France,FR-HDF,42.2,Europe/Paris
Kerdroc,48.6032,-4.3828,France,FR-E,93,Europe/Paris
Kerifloc’h,48.2819,-4.5345,France,FR-E,93.9,Europe/Paris
Stival,48.0854,-2.9919,France,FR-E,556.9,Europe/Paris
Seyresse,43.686,-1.0649,France,FR-NAQ,489.1,Europe/Paris
Saint-Ouen-les-Vignes,47.4675,0.9948,France,FR-F,56.8,Europe/Paris
Kerfalher,47.4656,-2.481,France,FR-E,93.8,Europe/Paris
Arzenc-de-Randon,44.6621,3.6321,France,FR-OCC,3.1,Europe/Paris
Lignéville,48.1667,5.9515,France,FR-GES,23.2,Europe/Paris
Meslay,48.9569,-0.3963,France,FR-NOR,40.1,Europe/Paris
Vallecalle,42.5987,9.3398,France,FR-H,15.3,Europe/Paris
La Paquelais,47.3324,-1.6961,France,FR-R,108.7,Europe/Paris
Donchery,49.6958,4.8742,France,FR-GES,86.7,Europe/Paris
Léglantiers,49.496,2.5345,France,FR-HDF,79.6,Europe/Paris
Velesmes,47.4191,5.7018,France,FR-BFC,25.2,Europe/Paris
Verrey-sous-Salmaise,47.4379,4.6663,France,FR-BFC,38.8,Europe/Paris
Bures,48.563,0.3987,France,FR-NOR,20.9,Europe/Paris
Signy-le-Petit,49.9028,4.2799,France,FR-GES,33,Europe/Paris
Poussan,43.4886,3.6703,France,FR-OCC,180.2,Europe/Paris
Rubigny,49.6861,4.1942,France,FR-GES,16.4,Europe/Paris
Brigueuil,45.9534,0.8603,France,FR-NAQ,23.4,Europe/Paris
Céaux-en-Couhé,46.3213,0.2305,France,FR-NAQ,32.8,Europe/Paris
Beauzelle,43.665,1.3758,France,FR-OCC,1135.6,Europe/Paris
Montlahuc,44.534,5.4521,France,FR-ARA,3.3,Europe/Paris
Salvizinet,45.762,4.2725,France,FR-ARA,62.5,Europe/Paris
Oussières,46.9072,5.5918,France,FR-BFC,29.8,Europe/Paris
Bourré,47.3476,1.2269,France,FR-F,141.6,Europe/Paris
Bernieulles,50.5546,1.7738,France,FR-HDF,31.7,Europe/Paris
Viroflay,48.8008,2.1618,France,FR-J,4267.4,Europe/Paris
Audresselles,50.824,1.5923,France,FR-HDF,145,Europe/Paris
Lamalou-les-Bains,43.5976,3.0798,France,FR-OCC,401.6,Europe/Paris
Gurunhuel,48.516,-3.2996,France,FR-E,19.5,Europe/Paris
Berd’huis,48.3456,0.7436,France,FR-NOR,93.7,Europe/Paris
Perles,42.7443,1.7864,France,FR-OCC,11.1,Europe/Paris
Courmononcle,48.2278,3.6757,France,FR-GES,15.4,Europe/Paris
Saint-Georges-les-Landes,46.3421,1.3365,France,FR-NAQ,14.9,Europe/Paris
Talan,44.443,-0.088,France,FR-NAQ,17.9,Europe/Paris
Véel,48.7694,5.1169,France,FR-GES,117.8,Europe/Paris
Saint-Thomas,43.5148,1.0822,France,FR-OCC,46.1,Europe/Paris
Barberey-aux-Moines,48.3483,4.0243,France,FR-GES,95.2,Europe/Paris
Bois-Roulot,46.6833,4.3833,France,FR-BFC,1172.6,Europe/Paris
Marnes,46.8568,-0.0193,France,FR-NAQ,13.1,Europe/Paris
Mairie de Saint-Dizier,46.15,2.15,France,FR-NAQ,13.3,Europe/Paris
Balesta,43.2004,0.5674,France,FR-OCC,26.8,Europe/Paris
La Sauvin,47.5362,3.3577,France,FR-BFC,15.4,Europe/Paris
Saint-Géraud,44.621,0.1532,France,FR-NAQ,13.4,Europe/Paris
Haut Coudreau,46.6949,1.2557,France,FR-F,10.7,Europe/Paris
Larressingle,43.9447,0.3099,France,FR-OCC,25.6,Europe/Paris
Jouglas,43.084,5.8425,France,FR-U,1323.8,Europe/Paris
Les Toulerons,47.7689,2.8927,France,FR-F,26.9,Europe/Paris
L’Hermet,44.3499,3.7257,France,FR-OCC,3.1,Europe/Paris
Beaugou,45.0789,1.4336,France,FR-NAQ,32.7,Europe/Paris
Bessy-sur-Cure,47.6211,3.7411,France,FR-BFC,20.2,Europe/Paris
Arleux-en-Gohelle,50.3632,2.8721,France,FR-HDF,151.7,Europe/Paris
Saint-Jean-de-Luz,43.3906,-1.6591,France,FR-NAQ,785.6,Europe/Paris
Baigneaux,44.7231,-0.1977,France,FR-NAQ,53.4,Europe/Paris
Saint-Quentin-lès-Beaurepaire,47.627,-0.1081,France,FR-R,45.2,Europe/Paris
Hanviller,49.1042,7.4594,France,FR-GES,17,Europe/Paris
Saint-Prouant,46.7576,-0.9564,France,FR-R,121.1,Europe/Paris
Ottmarsheim,47.788,7.5078,France,FR-GES,75.1,Europe/Paris
Bodingar,48.3476,-4.0164,France,FR-E,9.8,Europe/Paris
Beaurain,50.1799,3.5526,France,FR-HDF,216.3,Europe/Paris
Virazeil,44.507,0.2199,France,FR-NAQ,88.2,Europe/Paris
Fresnoy-lès-Roye,49.7371,2.7756,France,FR-HDF,43.7,Europe/Paris
Crépainville,48.0972,1.2834,France,FR-F,447.2,Europe/Paris
Châtonnay,46.4256,5.5445,France,FR-BFC,24.4,Europe/Paris
Saint-Leu,46.7306,4.5008,France,FR-BFC,100.6,Europe/Paris
La Tache,44.9667,1.1333,France,FR-NAQ,17.5,Europe/Paris
La Tâche,45.8683,0.3541,France,FR-NAQ,16.2,Europe/Paris
Tocqueville-en-Caux,49.7795,0.9078,France,FR-NOR,43.4,Europe/Paris
Rainsars,50.0707,3.9907,France,FR-HDF,35.1,Europe/Paris
La Vergne,46.9446,2.2554,France,FR-F,42.6,Europe/Paris
Le Grand Maleray,46.9283,2.2122,France,FR-F,16.9,Europe/Paris
Saint-Myon,45.9934,3.1307,France,FR-ARA,73.1,Europe/Paris
Les Cardaires,43.9715,6.1314,France,FR-U,2.1,Europe/Paris
Les Chazeaux,45.7,2.2167,France,FR-NAQ,13.9,Europe/Paris
Pérols,43.5647,3.9503,France,FR-OCC,1425.7,Europe/Paris
Vauxbons,47.883,5.1573,France,FR-GES,5.5,Europe/Paris
Montagny-lès-Seurre,47.0235,5.2527,France,FR-BFC,15.7,Europe/Paris
Saint-Pal-de-Mons,45.2463,4.2742,France,FR-ARA,81.6,Europe/Paris
Ousse,43.2832,-0.2672,France,FR-NAQ,371.7,Europe/Paris
Messinhac,45.1412,4.0736,France,FR-ARA,61.9,Europe/Paris
Ferrières-lès-Scey,47.6549,6.0047,France,FR-BFC,27.5,Europe/Paris
Dommarie,48.4311,6.0282,France,FR-GES,14.3,Europe/Paris
Cayroux,44.6157,0.7362,France,FR-NAQ,21.6,Europe/Paris
Vaussujean,46.3871,1.5478,France,FR-NAQ,26.7,Europe/Paris
Colombes,48.9236,2.2522,France,FR-J,10906.1,Europe/Paris
Blessey,47.4896,4.6861,France,FR-BFC,3.3,Europe/Paris
Mortagne-du-Nord,50.5035,3.4535,France,FR-HDF,649.4,Europe/Paris
Péchaud,44.7304,1.6842,France,FR-OCC,5.7,Europe/Paris
Saint-Ouen,47.814,1.0807,France,FR-F,331,Europe/Paris
Treignat,46.3486,2.3406,France,FR-ARA,14.4,Europe/Paris
Daudevie,45.1275,1.3808,France,FR-NAQ,168.9,Europe/Paris
Kerlinou,48.0855,-3.5182,France,FR-E,23.6,Europe/Paris
Mas Davet,44.8403,1.7152,France,FR-OCC,22.2,Europe/Paris
Chénour,45.8241,1.4312,France,FR-NAQ,49.5,Europe/Paris
Bracquemont,49.9397,1.1452,France,FR-NOR,188.3,Europe/Paris
Haute Court,43.2979,6.429,France,FR-U,24.1,Europe/Paris
Vinzan,45.699,2.0632,France,FR-NAQ,12.3,Europe/Paris
Saint-Ouen,48.9123,2.3342,France,FR-J,33225.1,Europe/Paris
Église-Neuve-d’Issac,44.9817,0.4274,France,FR-NAQ,7.9,Europe/Paris
Curières,44.6527,2.8656,France,FR-OCC,6.4,Europe/Paris
Fourillette,46.2752,3.1536,France,FR-ARA,13.3,Europe/Paris
Torteval,49.1333,-0.7333,France,FR-NOR,19,Europe/Paris
Mercus,42.8796,1.6303,France,FR-OCC,81.3,Europe/Paris
Chadet,46.6128,2.5446,France,FR-F,7.5,Europe/Paris
Échainvilliers,48.212,2.3525,France,FR-F,32.7,Europe/Paris
Tréguennec,47.8913,-4.3325,France,FR-E,38.9,Europe/Paris
Chuffilly-Roche,49.4469,4.6084,France,FR-GES,11.5,Europe/Paris
Montherlant,49.2782,2.049,France,FR-HDF,32.1,Europe/Paris
Grand Pré,44.5,6.3167,France,FR-U,18.7,Europe/Paris
Saint-Julien-sur-Calonne,49.2915,0.2285,France,FR-NOR,21.7,Europe/Paris
Monthurel,49.0225,3.5467,France,FR-HDF,41.8,Europe/Paris
Les Bois-le-Roi,48.1859,3.6814,France,FR-GES,16.8,Europe/Paris
Le Migron,47.2554,-1.916,France,FR-R,63.7,Europe/Paris
Le Puch,44.717,-0.0983,France,FR-NAQ,56,Europe/Paris
Haucourt-en-Cambrésis,50.1038,3.342,France,FR-HDF,59.7,Europe/Paris
Fieux,44.0909,0.4236,France,FR-NAQ,26.8,Europe/Paris
Courpalay,48.6472,2.9558,France,FR-J,101.8,Europe/Paris
Fontlobines,45.4488,3.8018,France,FR-ARA,9.3,Europe/Paris
Bannoncourt,48.9586,5.4998,France,FR-GES,18.5,Europe/Paris
Moncel-sur-Seille,48.7648,6.4212,France,FR-GES,39.8,Europe/Paris
Baffour,45.3387,3.695,France,FR-ARA,51.6,Europe/Paris
Réveillon,48.4788,0.5597,France,FR-NOR,35.9,Europe/Paris
Falkwiller,47.6808,7.1341,France,FR-GES,55.2,Europe/Paris
Saint-Michel,48.0413,-2.9688,France,FR-E,237.1,Europe/Paris
Luttenbach-près-Munster,48.0317,7.1171,France,FR-GES,94.7,Europe/Paris
Le Beugnon,46.5819,-0.5,France,FR-NAQ,18,Europe/Paris
Chaudefontaine,47.3392,6.1597,France,FR-BFC,35.6,Europe/Paris
Soyria,46.5613,5.7366,France,FR-BFC,118.9,Europe/Paris
Bretteville-sur-Laize,49.0447,-0.3264,France,FR-NOR,171.4,Europe/Paris
Savigné,46.1591,0.3209,France,FR-NAQ,35.8,Europe/Paris
Lignières-la-Carelle,48.4352,0.1759,France,FR-R,62.9,Europe/Paris
Saint-Jean-aux-Bois,49.3473,2.9052,France,FR-HDF,10.7,Europe/Paris
Gizeux,47.3935,0.1945,France,FR-F,21.3,Europe/Paris
Ceyras,43.6453,3.4577,France,FR-OCC,208.5,Europe/Paris
Auffains,48.1958,1.6401,France,FR-F,15.8,Europe/Paris
Margut,49.5821,5.2599,France,FR-GES,98.6,Europe/Paris
Soucelles,47.5695,-0.4205,France,FR-R,166.5,Europe/Paris
Paillange,45.4502,3.8651,France,FR-ARA,12.4,Europe/Paris
Villers-Pater,47.4676,6.1611,France,FR-BFC,8.5,Europe/Paris
Beaurepaire,46.6986,3.5362,France,FR-BFC,18.7,Europe/Paris
Jurans,44.4167,6.1833,France,FR-U,10.6,Europe/Paris
Beire-le-Châtel,47.4132,5.2049,France,FR-BFC,46.6,Europe/Paris
Le Mas du Puy,45.8333,1.1333,France,FR-NAQ,152.4,Europe/Paris
Montigny-sur-Canne,46.9327,3.6557,France,FR-BFC,5.1,Europe/Paris
Aidling,49.3003,6.5596,France,FR-GES,288.7,Europe/Paris
La Goulafrière,48.9486,0.4369,France,FR-NOR,12.8,Europe/Paris
Villeneuve-du-Bosc,43.0005,1.6562,France,FR-OCC,103.5,Europe/Paris
Le Vaulmier,45.1893,2.5665,France,FR-ARA,3.8,Europe/Paris
Fréménil,48.5651,6.7119,France,FR-GES,76,Europe/Paris
Pruzilly,46.2577,4.698,France,FR-BFC,60.6,Europe/Paris
Ételfay,49.6619,2.6195,France,FR-HDF,47.4,Europe/Paris
Saint-Martin-Belle-Roche,46.3831,4.8554,France,FR-BFC,325.4,Europe/Paris
Mosny,48.0725,1.4865,France,FR-F,22.5,Europe/Paris
Manonville,48.8304,5.9114,France,FR-GES,28,Europe/Paris
Biscay,43.4022,-1.0583,France,FR-NAQ,15.1,Europe/Paris
Canet,43.6019,3.4907,France,FR-OCC,660.5,Europe/Paris
Canet,43.2284,2.8469,France,FR-OCC,109.8,Europe/Paris
Saucède,43.2691,-0.686,France,FR-NAQ,21.4,Europe/Paris
Villemareuil,48.9212,2.9714,France,FR-J,37.6,Europe/Paris
Domrémy-la-Canne,49.2975,5.693,France,FR-GES,10.8,Europe/Paris
Longaulnay,48.31,-1.9409,France,FR-E,112.2,Europe/Paris
Saint-Étienne,43.5027,-1.4625,France,FR-NAQ,1960.4,Europe/Paris
Saint-Étienne,43.1585,-0.8932,France,FR-NAQ,29.7,Europe/Paris
Belleville-sur-Meuse,49.1786,5.3719,France,FR-GES,319.9,Europe/Paris
Trois-Fonds,46.2412,2.2381,France,FR-NAQ,14.3,Europe/Paris
La Chapelle-en-Lafaye,45.4633,3.9894,France,FR-ARA,13,Europe/Paris
Saint-Malo-de-la-Lande,49.0711,-1.5405,France,FR-NOR,148.6,Europe/Paris
Vinassan,43.2036,3.0746,France,FR-OCC,301,Europe/Paris
Les Charmontois,48.9667,4.9995,France,FR-GES,8,Europe/Paris
Péré,46.0918,-0.8179,France,FR-NAQ,44.7,Europe/Paris
Brousse,45.2601,3.2152,France,FR-ARA,52.4,Europe/Paris
Brousse,45.6015,3.4588,France,FR-ARA,17.8,Europe/Paris
Sainte-Hélène,48.2907,6.6563,France,FR-GES,27.1,Europe/Paris
La Gagerie,45.0333,1.0667,France,FR-NAQ,26,Europe/Paris
Vernet-la-Varenne,45.4748,3.4517,France,FR-ARA,22.1,Europe/Paris
Le Courby,44.7446,0.4317,France,FR-NAQ,34.8,Europe/Paris
Bouvaincourt-sur-Bresle,50.0302,1.4918,France,FR-HDF,161.5,Europe/Paris
Sauliac,45.4246,2.4718,France,FR-NAQ,20.4,Europe/Paris
Beauvert,44.968,4.4112,France,FR-ARA,12.2,Europe/Paris
Échiré,46.3897,-0.4158,France,FR-NAQ,116.7,Europe/Paris
Avy,45.5533,-0.5093,France,FR-NAQ,31.8,Europe/Paris
Menetreuille,47.1372,3.5127,France,FR-BFC,8.4,Europe/Paris
Fortel-en-Artois,50.2577,2.2293,France,FR-HDF,44.4,Europe/Paris
Azoudange,48.7391,6.8116,France,FR-GES,7.3,Europe/Paris
Le Grand-Louis,44.8639,-0.644,France,FR-NAQ,1577.7,Europe/Paris
Piova,42.3502,9.4197,France,FR-H,11.4,Europe/Paris
Quercault,47.9073,-2.0256,France,FR-E,54.8,Europe/Paris
Ty-blez,48.2,-3.9,France,FR-E,37.7,Europe/Paris
Châtel-Censoir,47.5334,3.6339,France,FR-BFC,27.1,Europe/Paris
Gijounet,43.7145,2.616,France,FR-OCC,10.3,Europe/Paris
Épagne,48.3927,4.4639,France,FR-GES,29.2,Europe/Paris
La Héraudais,47.9265,-2.0393,France,FR-E,54.8,Europe/Paris
Maine du Pont,44.9989,-0.036,France,FR-NAQ,77.2,Europe/Paris
Salt-en-Donzy,45.7363,4.2883,France,FR-ARA,66.7,Europe/Paris
Cournonsec,43.5488,3.7049,France,FR-OCC,192.4,Europe/Paris
Loupiac,43.8281,1.7823,France,FR-OCC,48.5,Europe/Paris
Loupiac,44.5403,2.0275,France,FR-OCC,26.4,Europe/Paris
Loupiac,44.8178,1.4606,France,FR-OCC,21.8,Europe/Paris
Mirannes,43.6193,0.3824,France,FR-OCC,8.7,Europe/Paris
Sainte-Croix,43.9721,2.0679,France,FR-OCC,56.4,Europe/Paris
Sainte-Croix,43.0326,1.1267,France,FR-OCC,35.2,Europe/Paris
Sainte-Croix,44.4265,1.9669,France,FR-OCC,30,Europe/Paris
Sainte-Croix,44.34,1.1663,France,FR-OCC,12.9,Europe/Paris
Mérézel,47.3293,-3.1644,France,FR-E,143.6,Europe/Paris
Verneuil-l’Étang,48.6445,2.8368,France,FR-J,407.3,Europe/Paris
Gibrat,44.7185,1.9307,France,FR-OCC,115.3,Europe/Paris
Vaux-Rouillac,45.7425,-0.0917,France,FR-NAQ,22.4,Europe/Paris
Castelnau-sur-l’Auvignon,43.9719,0.4572,France,FR-OCC,22.8,Europe/Paris
Leymonie,45.0405,0.4387,France,FR-NAQ,20.7,Europe/Paris
Les Ménageries,48.0657,0.7808,France,FR-R,59.7,Europe/Paris
Le Ménil-Bérard,48.7108,0.5116,France,FR-NOR,30.3,Europe/Paris
Les Râles,48.0833,2.927,France,FR-F,17.2,Europe/Paris
Mancy,48.9807,3.9324,France,FR-GES,70.1,Europe/Paris
Mancy,49.2478,6.2946,France,FR-GES,46.4,Europe/Paris
Verzé,46.3772,4.7357,France,FR-BFC,37.5,Europe/Paris
Gastines-sur-Erve,47.8565,-0.3461,France,FR-R,326.7,Europe/Paris
Les Eyssards,45.3291,0.6988,France,FR-NAQ,35.5,Europe/Paris
Chailley,48.0829,3.7016,France,FR-BFC,33,Europe/Paris
Vénosc,44.9896,6.1157,France,FR-ARA,18.9,Europe/Paris
Castaignos-Souslens,43.5862,-0.651,France,FR-NAQ,52.5,Europe/Paris
Saint-Jean-de-la-Rivière,49.3689,-1.7365,France,FR-NOR,112.3,Europe/Paris
Mesnil-Saint-Laurent,49.8294,3.3573,France,FR-HDF,86.4,Europe/Paris
Campis,44.1573,3.4828,France,FR-OCC,8.2,Europe/Paris
Saint-Pée-sur-Nivelle,43.3565,-1.5506,France,FR-NAQ,97.4,Europe/Paris
Soussac,44.7298,0.0196,France,FR-NAQ,29.4,Europe/Paris
